,brand,brand_model,make,model,price,year,model_month,model_year,km_used,fuel_type,mileage,transmission,color,no_of_owners,overall_condition,engine_condition,suspension_condition,brakes_condition,electrical_condition,ac_condition,exterior_condition,interior_condition,tyre_condition
1475,Skoda,Rapid,Skoda Rapid,1.5 TDI CR Style Plus AT,6.75,2016-09-01,9,2016,51000.0,Diesel,21.66,Automatic,Silver,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
4721,Mercedes-Benz,S-Class,Mercedes-Benz S-Class,S 350 CDI,61.0,2016-06-01,6,2016,69500.0,Diesel,11.52,Automatic,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2078,Ford,Ecosport,Ford Ecosport,Titanium 1.5L TDCi,7.89,2016-06-01,6,2016,72300.0,Diesel,22.27,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2244,Tata,Tigor,Tata Tigor,Buzz Petrol,5.5,2018-09-01,9,2018,33100.0,Petrol,20.3,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
746,Hyundai,Verna,Hyundai Verna,1.6 VTVT SX,8.25,2018-06-01,6,2018,21000.0,Petrol,19.41,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.0
696,Honda,Amaze,Honda Amaze,1.2 VX i-VTEC,4.91,2014-06-01,6,2014,50583.0,Petrol,17.8,Manual,Grey,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2638,Hyundai,Verna,Hyundai Verna,Fluidic 1.6 VTVT SX,3.95,2011-12-01,12,2011,49900.0,Petrol,19.41,Manual,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
511,Honda,Brio,Honda Brio,S MT,4.04,2015-05-01,5,2015,43136.0,Petrol,19.4,Manual,Blue,Second,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
2248,Renault,Kiger,Renault Kiger,RXZ MT Dual Tone,8.9,2021-01-01,1,2021,5000.0,Petrol,19.17,Manual,Blue,UnRegistered Car,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3722,Toyota,Fortuner,Toyota Fortuner,2.8 4x4 AT [2016-2020],31.0,2017-06-01,6,2017,90000.0,Diesel,12.9,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4731,Volkswagen,Vento,Volkswagen Vento,Comfortline Petrol,4.9,2014-06-01,6,2014,64000.0,Petrol,15.04,Manual,Beige,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2587,Skoda,Laura,Skoda Laura,Ambiente 1.8 TSI,3.55,2011-06-01,6,2011,58000.0,Petrol,8.9,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
156,MarutiSuzuki,Celerio,MarutiSuzuki Celerio,ZXi [2017-2019],3.75,2017-06-01,6,2017,17750.0,Petrol,23.1,Manual,Grey,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
2287,MarutiSuzuki,Eeco,MarutiSuzuki Eeco,5 STR WITH A/C+HTR [2019-2020],5.31,2021-05-01,5,2021,5035.0,Petrol,16.2,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
25,Honda,WR-V,Honda WR-V,VX MT Diesel,8.25,2018-01-01,1,2018,72516.0,Diesel,25.5,Manual,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
4599,Audi,Q5,Audi Q5,2.0 TDI quattro Premium Plus,19.0,2014-06-01,6,2014,70000.0,Diesel,12.8,Automatic,Brown,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4555,Audi,R8,Audi R8,Coupe 4.2 FSI quattro,69.75,2012-02-01,2,2012,16000.0,Petrol,5.0,Manual,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.5
1504,Volkswagen,Passat,Volkswagen Passat,Comfortline DSG,11.45,2012-06-01,6,2012,77144.0,Diesel,18.78,Automatic,Black,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.5
4912,MarutiSuzuki,Swift DZire,MarutiSuzuki Swift DZire,ZDI,3.55,2014-06-01,6,2014,77000.0,Diesel,23.4,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2808,BMW,X6,BMW X6,35i M Sport,79.0,2018-06-01,6,2018,20000.0,Petrol,9.0,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
1198,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,LXi,2.75,2013-06-01,6,2013,81000.0,Petrol,15.0,Manual,White,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4746,Toyota,Innova,Toyota Innova,2.8 ZX AT 7 STR [2016-2020],18.9,2017-06-01,6,2017,95000.0,Diesel,14.29,Automatic,Silver,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
1169,BMW,3-Series,BMW 3-Series,330 D Convertible,30.0,2012-06-01,6,2012,20000.0,Diesel,20.38,Manual,Silver,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3953,BMW,3-Series,BMW 3-Series,320d Luxury Line [2014-2016],22.0,2014-06-01,6,2014,67000.0,Diesel,20.38,Automatic,Blue,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
1157,Mercedes-Benz,GLE,Mercedes-Benz GLE,250 d,55.0,2018-06-01,6,2018,50000.0,Diesel,17.76,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3595,Audi,A4,Audi A4,2.0 TDI Sline,12.5,2012-04-01,4,2012,50000.0,Diesel,17.39,Automatic,White,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3505,Hyundai,i10,Hyundai i10,Magna 1.2 Kappa2,3.37,2013-05-01,5,2013,10386.0,Petrol,20.63,Manual,Orange,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
1612,BMW,Z4,BMW Z4,sDrive 35i,41.25,2014-06-01,6,2014,19000.0,Petrol,10.37,Automatic,Black,Second,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
4682,Audi,Q7,Audi Q7,3.0 TDI quattro,8.0,2008-06-01,6,2008,135001.0,Diesel,16.66,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2943,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Delta 1.2,5.5,2016-03-01,3,2016,39876.0,Petrol,21.4,Manual,Blue,First,4.6,4.5,5.0,5.0,3.6,4.5,5.0,4.7,3.3
5003,Porsche,718,Porsche 718,Boxster,90.0,2018-06-01,6,2018,15000.0,Petrol,17.76,Automatic,Yellow,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
2079,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,ZXi 1.2,5.99,2019-06-01,6,2019,52350.0,Petrol,20.52,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
366,MarutiSuzuki,Swift,MarutiSuzuki Swift,ZXi,5.7,2017-06-01,6,2017,102307.0,Petrol,20.4,Manual,Grey,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
1259,Volkswagen,Vento,Volkswagen Vento,Highline Diesel AT,6.0,2015-11-01,11,2015,126052.0,Diesel,21.21,Automatic,Brown,Second,4.5,4.6,5.0,5.0,4.3,5.0,5.0,4.7,1.8
4925,Skoda,Rapid,Skoda Rapid,Style 1.6 MPI AT,9.5,2018-05-01,5,2018,50000.0,Petrol,14.84,Automatic,Red,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.7
4778,MarutiSuzuki,Alto,MarutiSuzuki Alto,LXi CNG [2014-2018],4.75,2017-06-01,6,2017,52000.0,CNG,32.26,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
831,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,200 K AT,6.0,2008-06-01,6,2008,65000.0,Petrol,15.85,Automatic,Silver,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
624,Porsche,Cayenne,Porsche Cayenne,Diesel,49.75,2014-06-01,6,2014,30000.0,Diesel,13.88,Automatic,Bronze,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4910,Skoda,Laura,Skoda Laura,L&K 1.9 PD MT,1.4,2006-06-01,6,2006,88000.0,Diesel,12.8,Manual,Silver,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
5247,Honda,City,Honda City,VX,6.9,2015-09-01,9,2015,46000.0,Petrol,15.84,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4334,MarutiSuzuki,Alto 800,MarutiSuzuki Alto 800,Lxi,3.2,2016-06-01,6,2016,36460.0,Petrol,22.74,Manual,Silver,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
829,MarutiSuzuki,SX4,MarutiSuzuki SX4,VXi,3.98,2012-06-01,6,2012,58000.0,Petrol,11.14,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
432,Hyundai,Eon,Hyundai Eon,Magna [2011-2012],3.11,2013-05-01,5,2013,18394.0,Petrol,21.07,Manual,Blue,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
542,MG,Astor,MG Astor,Savvy 1.5 CVT S Red,20.5,2022-02-01,2,2022,3857.0,Petrol,17.76,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.7
4459,MarutiSuzuki,Alto,MarutiSuzuki Alto,VXi [2014-2019],3.92,2017-05-01,5,2017,15960.0,Petrol,24.07,Manual,Black,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
4823,Mahindra,XUV500,Mahindra XUV500,W10,10.5,2016-06-01,6,2016,84000.0,Diesel,16.0,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
1328,Hyundai,Grand i10,Hyundai Grand i10,Asta 1.2 Kappa VTVT [2013-2016],4.35,2014-06-01,6,2014,49230.0,Petrol,18.9,Manual,Grey,Second,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
3136,MarutiSuzuki,S-Presso,MarutiSuzuki S-Presso,VXi,4.64,2020-05-01,5,2020,3509.0,Petrol,21.7,Manual,Red,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
4651,MarutiSuzuki,Ciaz,MarutiSuzuki Ciaz,ZDi [2014-2015],5.5,2014-06-01,6,2014,80000.0,Diesel,21.96,Manual,Gold,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4494,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXI,4.22,2016-05-01,5,2016,51861.0,Petrol,20.5,Manual,Silver,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
4091,MarutiSuzuki,Swift DZire,MarutiSuzuki Swift DZire,VXI,4.5,2014-06-01,6,2014,78000.0,Petrol,19.1,Manual,Silver,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
1014,Honda,City,Honda City,1.5 V AT,3.75,2011-06-01,6,2011,82000.0,Petrol,10.4,Automatic,Gold,Second,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
520,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Delta 1.2,6.27,2017-05-01,5,2017,23378.0,Petrol,21.4,Manual,Red,Second,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
4734,LandRover,Evoque,LandRover Evoque,Dynamic SD4,23.5,2012-06-01,6,2012,61000.0,Diesel,13.32,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
1802,Honda,City,Honda City,V Petrol,4.25,2012-11-01,11,2012,80231.0,Petrol,17.4,Manual,Beige,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.5
1832,MG,Hector,MG Hector,Sharp 1.5 DCT Petrol [2019-2020],17.5,2020-01-01,1,2020,12000.0,Petrol,13.96,Automatic,Black,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
1049,Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Maybach S 600,172.0,2018-06-01,6,2018,9500.0,Petrol,11.52,Automatic,Blue,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2805,Hyundai,Grand i10,Hyundai Grand i10,Asta 1.2 Kappa VTVT [2013-2016],4.5,2014-06-01,6,2014,40000.0,Petrol,18.9,Manual,Blue,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
325,Honda,City,Honda City,V,9.5,2018-03-01,3,2018,41132.0,Petrol,15.84,Manual,White,First,4.4,4.5,5.0,5.0,3.6,4.3,5.0,4.7,1.6
4356,MarutiSuzuki,Alto,MarutiSuzuki Alto,LXi BS-III,2.0,2007-06-01,6,2007,47008.0,Petrol,14.54,Manual,Silver,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
2839,Renault,Triber,Renault Triber,RXZ [2019-2020],7.29,2019-05-01,5,2019,23694.0,Petrol,20.0,Manual,Yellow,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
2825,MG,Hector Plus,MG Hector Plus,Sharp 2.0 Diesel,19.9,2021-06-01,6,2021,38000.0,Diesel,16.6,Manual,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
1595,Hyundai,Verna,Hyundai Verna,1.6 CRDI SX,8.85,2018-06-01,6,2018,16115.0,Diesel,19.41,Manual,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.0
4544,Mercedes-Benz,GLC,Mercedes-Benz GLC,220 d Progressive,50.0,2020-06-01,6,2020,33000.0,Diesel,17.76,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
1909,Volkswagen,Passat,Volkswagen Passat,Trendline MT,12.5,2011-06-01,6,2011,45000.0,Diesel,18.78,Manual,Brown,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
719,Hyundai,i10,Hyundai i10,Sportz 1.2 Kappa2,5.35,2015-06-01,6,2015,27975.0,Petrol,20.63,Manual,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
3859,MarutiSuzuki,XL6,MarutiSuzuki XL6,Alpha MT Petrol,10.2,2019-08-01,8,2019,48000.0,Petrol,19.01,Manual,Blue,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,2.9
635,BMW,X5,BMW X5,xDrive 30d Expedition,39.0,2016-06-01,6,2016,105000.0,Diesel,15.97,Automatic,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
1342,BMW,6-Series,BMW 6-Series,645i,28.0,2006-06-01,6,2006,9000.0,Petrol,14.38,Automatic,Black,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
3231,Honda,Civic,Honda Civic,VX CVT Petrol [2019-2020],18.75,2019-03-01,3,2019,2200.0,Petrol,16.5,Automatic,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
1385,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,ZDi Plus,9.8,2019-08-01,8,2019,70212.0,Diesel,24.29,Manual,Grey,First,4.6,4.6,5.0,5.0,4.3,4.5,5.0,4.9,2.7
4128,Honda,City,Honda City,V CVT Petrol [2017-2019],11.5,2019-06-01,6,2019,50000.0,Petrol,18.0,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
1788,Hyundai,Creta,Hyundai Creta,1.6 SX Plus Petrol Special Edition,8.95,2016-05-01,5,2016,74755.0,Petrol,15.29,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.2
2275,Kia,Seltos,Kia Seltos,GTX AT 1.4,15.9,2019-10-01,10,2019,21000.0,Petrol,16.5,Automatic,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
2965,Mercedes-Benz,E-Class,Mercedes-Benz E-Class,220 CDI MT Avantgarde,76.5,2021-06-01,6,2021,28500.0,Diesel,21.93,Manual,White,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
2337,Mercedes-Benz,CLA,Mercedes-Benz CLA,200 Petrol Sport,22.5,2016-06-01,6,2016,43000.0,Petrol,17.76,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
425,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Sigma,5.52,2018-05-01,5,2018,73471.0,Petrol,21.01,Manual,Black,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
4621,MarutiSuzuki,Ritz,MarutiSuzuki Ritz,Ldi BS-IV,2.65,2012-06-01,6,2012,75000.0,Diesel,15.6,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2529,MarutiSuzuki,XL6,MarutiSuzuki XL6,Zeta AT Petrol,12.8,2021-11-01,11,2021,3000.0,Petrol,19.01,Automatic,Blue,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
2547,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,ZDi Plus AGS,10.9,2019-07-01,7,2019,58144.0,Diesel,24.29,Automatic,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.5
2776,BMW,3-Series,BMW 3-Series,320d Sport,40.0,2018-06-01,6,2018,32000.0,Diesel,21.76,Automatic,Orange,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
3092,Hyundai,Elite i20,Hyundai Elite i20,Asta 1.2 (O) [2019-2020],7.7,2019-05-01,5,2019,59655.0,Petrol,19.8,Manual,Maroon,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
1706,Audi,Q7,Audi Q7,3.0 TDI quattro Premium Plus,23.0,2014-01-01,1,2014,68000.0,Diesel,12.07,Automatic,White,Second,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
4436,Hyundai,Eon,Hyundai Eon,Era +,2.84,2013-05-01,5,2013,61839.0,Petrol,21.1,Manual,Grey,Second,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
3313,Nissan,Micra,Nissan Micra,XL Petrol,3.2,2011-06-01,6,2011,77303.0,Petrol,18.6,Manual,Red,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
1417,Tata,Harrier,Tata Harrier,XZ Plus Dark Edition,21.45,2020-06-01,6,2020,18000.0,Diesel,16.35,Manual,Black,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
1554,Honda,City,Honda City,SV Diesel,4.85,2014-06-01,6,2014,73000.0,Diesel,15.84,Manual,Bronze,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.0
3962,Audi,A3,Audi A3,35 TDI Premium + Sunroof,16.75,2015-06-01,6,2015,48000.0,Diesel,19.2,Automatic,Blue,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
3035,Ford,Fiesta,Ford Fiesta,Style Diesel [2011-2014],1.95,2009-06-01,6,2009,112000.0,Diesel,23.5,Manual,Silver,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
321,Volkswagen,Vento,Volkswagen Vento,Highline Diesel AT [2015-2016],11.0,2018-10-01,10,2018,36212.0,Diesel,21.5,Automatic,Blue,First,4.4,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.0
5009,BMW,X7,BMW X7,xDrive 40i [2019-2019],121.0,2020-06-01,6,2020,32500.0,Petrol,17.76,Automatic,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
4080,Toyota,Fortuner,Toyota Fortuner,2.8 4x2 MT [2016-2020],33.0,2019-06-01,6,2019,40000.0,Diesel,14.24,Manual,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
506,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXI,4.22,2016-05-01,5,2016,51861.0,Petrol,20.5,Manual,Silver,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
5281,LandRover,Discovery Sport,LandRover Discovery Sport,HSE Luxury,28.0,2015-09-01,9,2015,85000.0,Diesel,13.1,Automatic,Black,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
5154,Mercedes-Benz,M-Class,Mercedes-Benz M-Class,350,19.5,2012-06-01,6,2012,61000.0,Petrol,6.6,Automatic,Black,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
4426,MarutiSuzuki,Ignis,MarutiSuzuki Ignis,Delta 1.2 MT,5.37,2018-05-01,5,2018,33355.0,Petrol,20.8,Manual,Blue,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
1732,Mercedes-Benz,GLE,Mercedes-Benz GLE,43 4MATIC [2017-2019],77.78,2019-01-01,1,2019,22000.0,Petrol,17.76,Automatic,Blue,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
5245,MarutiSuzuki,Celerio,MarutiSuzuki Celerio,VXi AMT,4.25,2014-05-01,5,2014,34000.0,Petrol,23.1,Automatic,Green,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
725,MarutiSuzuki,Swift,MarutiSuzuki Swift,VXi [2014-2017],7.25,2019-06-01,6,2019,37156.0,Petrol,20.4,Manual,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
389,Hyundai,i10,Hyundai i10,Magna,2.95,2010-06-01,6,2010,82000.0,Petrol,13.2,Manual,Grey,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
50,Ford,Fiesta,Ford Fiesta,Titanium+ Diesel [2011-2014],3.75,2014-06-01,6,2014,55000.0,Diesel,23.5,Manual,Diamond White,Second,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
1189,MarutiSuzuki,Swift,MarutiSuzuki Swift,VDi BS-IV,1.8,2010-06-01,6,2010,79000.0,Diesel,14.84,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4460,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Alpha 1.2,6.18,2016-05-01,5,2016,35790.0,Petrol,21.4,Manual,Beige,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
1770,Renault,Kwid,Renault Kwid,RXL [2015-2019],3.0,2017-11-01,11,2017,18364.0,Petrol,25.17,Manual,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.6,3.1
5178,Audi,A4,Audi A4,2.0 TDI Sline,12.5,2012-06-01,6,2012,100000.0,Diesel,23.4,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
1263,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,ZDi,8.5,2018-08-01,8,2018,105653.0,Diesel,24.29,Manual,Red,First,4.5,4.2,5.0,5.0,3.6,4.5,5.0,4.7,3.1
1976,MarutiSuzuki,Eeco,MarutiSuzuki Eeco,7 STR [2019-2020],5.28,2021-05-01,5,2021,11184.0,Petrol,16.2,Manual,Silver,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
553,Hyundai,Creta,Hyundai Creta,SX 1.6 AT Petrol,14.45,2018-06-01,6,2018,28047.0,Petrol,15.29,Automatic,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.2
2816,Mahindra,TUV300,Mahindra TUV300,T8,8.49,2018-06-01,6,2018,16000.0,Diesel,18.49,Manual,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
3917,MarutiSuzuki,DZire,MarutiSuzuki DZire,LXi,3.9,2012-06-01,6,2012,57000.0,Petrol,23.2,Manual,Silver,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
323,Nissan,Magnite,Nissan Magnite,XV Premium Turbo (O) CVT Dual Tone,11.75,2021-06-01,6,2021,11422.0,Petrol,17.7,Automatic,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
334,Mahindra,Scorpio,Mahindra Scorpio,S3 2WD 7 STR,10.65,2019-06-01,6,2019,38878.0,Diesel,15.0,Manual,Red,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
1547,Hyundai,Elite i20,Hyundai Elite i20,Asta 1.2,4.55,2014-06-01,6,2014,40000.0,Petrol,18.6,Manual,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2712,BMW,3-Series,BMW 3-Series,320d M Sport,37.5,2019-06-01,6,2019,25000.0,Diesel,22.69,Automatic,Blue,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.7
4169,Toyota,Land Cruiser,Toyota Land Cruiser,LC 200 VX,135.0,2016-06-01,6,2016,79000.0,Diesel,17.76,Automatic,Black,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
2631,Toyota,Yaris,Toyota Yaris,VX CVT [2018-2020],10.15,2018-05-01,5,2018,25000.0,Petrol,17.8,Automatic,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
342,Hyundai,Elite i20,Hyundai Elite i20,Asta 1.2,5.95,2015-06-01,6,2015,58369.0,Petrol,18.6,Manual,White,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
5217,Bentley,Bentayga,Bentley Bentayga,V8 Petrol,425.0,2019-04-01,4,2019,16400.0,Petrol,24.8,Automatic,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3503,MarutiSuzuki,Ignis,MarutiSuzuki Ignis,Zeta 1.2 MT,5.21,2017-05-01,5,2017,52934.0,Petrol,20.84,Manual,Silver,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
4405,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Delta 1.2 AT,7.29,2018-05-01,5,2018,54764.0,Petrol,21.4,Automatic,Grey,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
42,MarutiSuzuki,Swift,MarutiSuzuki Swift,VDi,2.0,2008-10-01,10,2008,120000.0,Diesel,14.84,Manual,Solid Bright Red,Third,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
2029,BMW,X5,BMW X5,SAV 3.0d,45.0,2016-08-01,8,2016,48800.0,Diesel,16.66,Automatic,Grey,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2209,MarutiSuzuki,XL6,MarutiSuzuki XL6,Zeta MT Petrol,10.9,2021-04-01,4,2021,13500.0,Petrol,19.01,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3091,Honda,Jazz,Honda Jazz,V Petrol,5.76,2017-05-01,5,2017,83112.0,Petrol,18.7,Manual,Black,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
136,Honda,BR-V,Honda BR-V,S Diesel,7.65,2016-06-01,6,2016,21056.0,Diesel,21.9,Manual,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
